id,name,email,contact,address,url,classification,jurisdiction__slug,tags,other_names,website_dump,description,request_note,parent__name
4287,Jobcenter Bottrop,jobcenter-bottrop@jobcenter-ge.de,"Tel.: 02041 / 77640
Fax: 02041 / 7764120","Paßstr. 3
46236 Bottrop",,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4125,Jobcenter Brandenburg an der Havel,jobcenter-brandenburg@jobcenter-ge.de,"Tel: 03381 / 2080 600
Fax: 03381 / 2080 677","Kirchhofstraße 39-42
D - 14776 Brandenburg an der Havel",,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
8834,Jobcenter Breisgau-Hochschwarzwald,jobcenter-breisgau-hochschwarzwald@jobcenter-ge.de,"Telefon: 0761/20269-100, Fax: 0761/20269-190",Lehener Straße 7779106 Freiburg,http://www.arbeitsagentur.de/web/content/DE/dienststellen/rdbw/freiburg/JobcenterBreisgauHochschwarzwald/index.htm,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
7437,Jobcenter Burgenlandkreis,info@jc-blk.de,"Telefon: 03441 2290-499, Fax: 03441 2290-401","Friedensstraße 80 , 06712 Zeitz",,jobcenter,sachsen-anhalt,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4136,Jobcenter Cottbus,jobcenter-cottbus@jobcenter-ge.de,Tel: 0355 / 619 2222,"Bahnhofstraße 10
D - 03046 Cottbus",,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4290,Jobcenter Dortmund,jobcenter-dortmund@jobcenter-ge.de,"Tel.: 0231 / 842-1110
Fax. 0231 / 842-1887","Südwall 5-9
44137 Dortmund",http://www.jobcenterdortmund.de/,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
10842,Jobcenter Dresden,jobcenter-dresden@jobcenter-ge.de,Telefon: +49 351 475-1730,"Budapester Straße 30, 01069 Dresden ,",http://www.dresden.de/de/03/081/jobcenter.php?shortcut=jobcenter,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4292,Jobcenter Duisburg,jobcenter-duisburg@jobcenter-ge.de,"Tel: 0203 / 3021910
Fax: 0203 / 3021351","Friedrich-Wilhelm-Straße 103
47051 Duisburg",,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4291,Jobcenter Düsseldorf,jobcenter-duesseldorf@jobcenter-ge.de,Tel.: 0211 / 917470,"Postfach 10 110 29
40002 Düsseldorf",http://www.jobcenter-duesseldorf.de,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
8835,Jobcenter Enzkreis,jobcenter@enzkreis.de,"Telefon: 07231 308-0, Fax: 07231 308 9487",Zähringerallee 375177 Pforzheim,https://www.enzkreis.de/index.php?object=tx|2.3.1&ModID=9&FID=2032.34.1,jobcenter,baden-wurttemberg,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
11958,Jobcenter Erlangen Stadt (kommunales Jobcenter),sozialamt@stadt.erlangen.de,Tel:+49 (0)9131 86-2249 Fax:+49 (0)9131 86-2123,Rathausplatz 1 91052 Erlangen,http://www.erlangen.de/desktopdefault.aspx/tabid-37/19_read-190/,jobcenter,bayern,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4129,Jobcenter Frankfurt (Oder),jobcenter-frankfurt-oder@jobcenter-ge.de,"Tel: 0335 / 5701234
Fax: 0335 / 5704615","Robert-Havemann-Str. 6
D - 15236 Frankfurt (O.)",,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
8837,Jobcenter Heidelberg,jobcenter-heidelberg@jobcenter-ge.de,"Telefon: Markt &amp; Integration: 06221-9159-111Leistungsgew&auml;hrung: 06221-9159-222, Fax: 06221-9159-100",Speyerer Str. 669115 Heidelberg,http://www.jobcenter-hd.de/,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4296,Jobcenter Herford,jobcenter-herford@jobcenter-ge.de,"Tel.: 05221 / 985-333
Fax. 05221 / 985-701","Hansastr. 33
32049 Herford",http://www.jobcenter-herford.de/,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4304,Jobcenter Herne,jobcenter-herne@jobcenter-ge.de,"Tel: 02325 / 637-0
Fax: 02325 / 637-120","Landgrafenstr. 29
44652 Herne",,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
8839,Jobcenter Hohenlohekreis,jobcenter-hohenlohekreis@jobcenter-ge.de,Telefon: Geldleistungen:Telefon 07940/9151-581Fax 07940/9151-773 Arbeitsvermittlung:Telefon 07940/9151-582Fax 07940/9151-774,Würzburger Str. 3074653 Künzelsau,http://www.arbeitsagentur.de/web/content/DE/dienststellen/rdbw/schwaebischhalltauberbischofsheim/JobcenterHohenlohekreis/index.htm,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
8840,Jobcenter im Landkreis Schwäbisch Hall,jobcenter-lk-schwaebischhall@jobcenter-ge.de,Telefon: 0791 / 9758 582,Bahnhofstr. 1874523 Schwäbisch Hall,http://www.jobcenter-ge.de/Argen/Schwaebisch-Hall/DE/Homepage/Homepage-Knoten.html,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
11975,Jobcenter im Landkreis Schweinfurt,jobcenter-lk-schweinfurt@jobcenter-ge.de,Tel:+49 (0)9721 547-468 Fax:+49 (0)9721 547-910555,Kornacherstraße 6 97421 Schweinfurt,http://www.landkreis-schweinfurt.de/Jobcenter_jobcenter_343_kkmenue.html,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
8841,Jobcenter Junges Mannheim,jobcenter-mannheim.team-junges-mannheim@jobcenter-ge.de,"Telefon: 0621 18166-555 (Zentrale), Fax: 0621 18166-120",Hebelstr. 168161 Mannheim,https://www.mannheim.de/node/2909,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
7200,Jobcenter Kiel,jobcenter-kiel@jobcenter-ge.de,"Telefon: +49 431 709-1525
Fax: +49 431 709-1860","Postfach 7007 
24170 Kiel",http://www.jobcenter-ge.de/Argen/ArgeKiel/DE/Home/Home-Knoten.html,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4273,Jobcenter Köln,jobcenter-koeln@jobcenter-ge.de,Tel: 0221/96443-401,"Luxemburger Straße 121
50939 Köln
",http://www.jobcenterkoeln.de/,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4306,Jobcenter Krefeld,jobcenter-krefeld@jobcenter-ge.de,"Tel: 02151 / 7048-0
Fax: 02151 / 7048173120","Fütingsweg 34
47805 Krefeld",http://www.jobcenter-krefeld.de/,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4294,Jobcenter Kreis Heinsberg,jobcenter-kreis-heinsberg@jobcenter-ge.de,"Tel: 02452 / 9770638
Fax: 02452 / 9770620","Westpromenade 9
52525 Heinsberg",,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
7201,Jobcenter Kreis Rendsburg-Eckernförde,jobcenter-rendsburg-eckernfoerde@jobcenter-ge.de,"Telefon: +49 4331 4385-0
Fax: +49 4331 4385-299","Ritterstraße 10
24768 Rendsburg",http://www.jobcenter-ge.de/lang_de/nn_497412/Argen/ArgeRendsburg-Eckernfoerde/DE/Homepage/Homepage-Knoten.html__nnn=true,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4303,Jobcenter Kreis Unna,jobcenter-kreis-unna@jobcenter-ge.de,"Tel: 02303 / 2538-0
Fax: 02303 / 2538-400","Bahnhofstr. 63
59425 Unna
",http://www.jobcenter-kreis-unna.de/,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4307,Jobcenter Kreis Viersen,jobcenter-kreis-viersen@jobcenter-ge.de,Tel: 02162/2661100,"Am Schluff 18
41748 Viersen",,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4328,Jobcenter Kreis Wesel,jobcenter-kreis-wesel@jobcenter-ge.de,"Tel: 0281 / 9620694
Fax: 0281 / 9620640","Reeser Landstraße 61
46483 Wesel",http://www.jobcenter-kreis-wesel.de/,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4124,Jobcenter Landeshauptstadt Potsdam,jobcenter-potsdam@jobcenter-ge.de,"Tel: 0331 / 880 6100
Fax: 0331 / 880 6667","Horstweg 102-108
D - 14478 Potsdam",,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
11981,Jobcenter Landkreis Ansbach (kommunales Jobcenter),jobcenter@landratsamt-ansbach.de,Tel:+49 (0)981 468-8822 Fax:+49 (0)981 468-188800,Crailsheimstr. 1 91522 Ansbach,http://www.landkreis-ansbach.de/B%C3%BCrgerservice/Jobcenter,jobcenter,ansbach,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
8842,Jobcenter Landkreis Calw,jobcenter-landkreis-calw@jobcenter-ge.de,Telefon: 07452 9190-0,"Bahnhofstraße 37, 72191 Nagold",http://www.arbeitsagentur.de/web/content/DE/dienststellen/rdbw/nagoldpforzheim/JobcenterLandkreisCalw/index.htm,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
8843,Jobcenter Landkreis Emmendingen,jobcenter-landkreis-emmendingen@jobcenter-ge.de,"Telefon: 07641/9115-302, Fax: 07641/9115-261",Freiburger Str. 2079312 Emmendingen,http://www.arbeitsagentur.de/web/content/DE/dienststellen/rdbw/freiburg/JobcenterLandkreisEmmendingen/index.htm,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
8844,Jobcenter Landkreis Esslingen,jobcenter-esslingen@jobcenter-ge.de,Fax: 0711/90654-333,Postfach 200 16373712 Esslingen,http://www.jobcenter-ge.de/lang_de/nn_578396/Argen/Esslingen/DE/Homepage/Homepage-Knoten.html__nnn=true,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
8845,Jobcenter Landkreis Freudenstadt,jobcenter-freudenstadt@jobcenter-ge.de,"Telefon: 07441 8603-0, Fax: 07441 8603-33",Katharinenstraße 4072250 Freudenstadt,http://www.jobcenter-ge.de/lang_de/nn_296818/Argen/Freudenstadt/DE/Home/Home-Knoten.html__nnn=true,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
12900,Jobcenter Landkreis Göppingen,jobcenter-goeppingen@jobcenter-ge.de,"Telefon: 0 71 61 - 97 70 751
Fax: 0 71 61 - 97 70 - 552 oder - 730","Springstraße 7
73312 Geislingen",http://www.jobcenter-ge.de/lang_de/nn_613360/Argen/ArgeGoeppingen/DE/Service/GP-Kontakt/GP-Kontakt__KNOTEN.html,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
8846,Jobcenter Landkreis Heilbronn,jobcenter-lk-heilbronn@jobcenter-ge.de,"Telefon: 07131 3951593, Fax: 07131 / 3951410",Bahnhofstr. 174072 Heilbronn,http://www.jobcenter-ge.de/Argen/Heilbronn/DE/Home/Home-Knoten.html,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
8847,Jobcenter Landkreis Karlsruhe,jc-landkreis-ka@jobcenter-ge.de,"Telefon: 0721 823-3162, Fax: 0721 823-2036",Brauerstraße 1076135 Karlsruhe,http://www.arbeitsagentur.de/web/content/DE/dienststellen/rdbw/karlsruherastatt/Agentur/Ueberuns/Detail/index.htm?dfContentId=L6019022DSTBAI486740,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
8848,Jobcenter Landkreis Konstanz,jobcenter@landkreis-konstanz.de,"Telefon: 07531/363360, Fax: 07531/36336914100",Konzilstr. 978462 Konstanz,http://www.arbeitsagentur.de/web/content/DE/dienststellen/rdbw/konstanzravensburg/JobcenterKonstanz/index.htm,jobcenter,baden-wurttemberg,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
11995,Jobcenter Landkreis Oberallgäu,jobcenter-landkreis-oberallgaeu@jobcenter-ge.de,Tel:+49 (0)8321 612-800 Fax:+49 (0)8321 612-67800,Oberallgäuer Platz 2 87527 Sonthofen,http://www.oberallgaeu.org/jugend_familie_soziales/soziale_hilfen/jobcenter_oberallgaeu/,jobcenter,bayern,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
12001,Jobcenter Landkreis Würzburg,jobcenter@lra-wue.bayern.de,Tel:+49 (0)931 8003-842 Fax:+49 (0)931 8003-421,Zeppelinstr. 15 97074 Würzburg,http://www.landkreis-wuerzburg.de/Politik_Beh%C3%B6rde/Fachbereiche_und_Personal/Jobcenter_Landkreis_W%C3%BCrzburg/,jobcenter,bayern,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4330,Jobcenter Leipzig,jobcenter-leipzig@jobcenter-ge.de,"Tel: 0341 46244-265 
Fax.: 0341","Georg-Schumann-Str. 150
04159 Leipzig ",http://www.leipzig.de/de/business/invest/jobcenter/index.shtml,jobcenter,leipzig,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
7438,Jobcenter Mansfeld-Südharz,jobcenter-mansfeld-suedharz@jobcenter-ge.de,"Telefon: 03464 554633, Fax: 03475 6677260","Rathausstraße 5 , 06333 Hettstedt, Stadt - Hettstedt , (Bemerkung: Geschäftsstelle Hettstedt)",,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4143,Jobcenter Märkischer Kreis,jobcenter-mk@jobcenter-ge.de,"Tel: 0800 / 666 4 888
Fax: 02371 / 905 799","Friedrichstr. 59-61
58636 Iserlohn
",http://www.jobcenter-mk.de/,jobcenter,bund,"""Arbeit und Soziales""",nrw,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4299,Jobcenter Oberberg,jobcenter-oberberg@jobcenter-ge.de,"Tel: 02261 / 81560
Fax: 02261 / 8156399","Fabrikstr. 2-4
51643 Gummersbach",,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4316,Jobcenter Oberhausen,jobcenter-oberhausen@jobcenter-ge.de,"Tel: 0208 / 8506-855
Fax: 0208 / 62134-380","Postfach 101505
46015 Oberhausen",http://www.jobcenter-oberhausen.de,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4133,Jobcenter Oberspreewald-Lausitz,jobcenter-oberspreewald@jobcenter-ge.de,"Tel: 03573 / 808590
Fax: 03573 / 808155","Adolfstraße 1-3
D - 01968 Senftenberg",,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4137,Jobcenter Oder-Spree,sybille.kuhrau@l-os.de,Tel: 03366 / 35-4599,"Breitscheidstraße 7
(Haus B, Eingang Rathenaustraße)
D - 15848 Beeskow",,jobcenter,brandenburg,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4320,Jobcenter Remscheid,jobcenter-remscheid@jobcenter-ge.de,"Tel: 02191 / 9518-0
Fax: 02191 / 9518-500","Bismarckstr. 8-10
42853 Remscheid",,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4278,Jobcenter Rhein-Berg,rhein-berg@jobcenter-ge.de,"Tel: 0 22 02 / 93 33 747
Fax: 0 22 02 / 93 33 702","Bensberger Str. 85
51465 Bergisch Gladbach
",http://www.jobcenter-rhein-berg.de/,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4283,Jobcenter Rhein-Erft Kreis,jobcenter-rhein-erft-kreis@jobcenter-ge.de,"Tel.: 02234 / 936980
Fax: 02234 / 93698100","Europaallee 33
50226 Frechen",http://www.arge-rhein-erft.de/,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
7439,Jobcenter Salzlandkreis,jc@jc.kreis-slk.de,Telefon: 03471 684-0,"Mozartsraße 1 , 06406 Bernburg (Saale)",http://www.jc.salzlandkreis.de,jobcenter,sachsen-anhalt,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
12007,Jobcenter Stadt München,jobcenter-muenchen@jobcenter-ge.de,Tel:+49 (0)89 67972-100 Fax:+49 (0)89 67972-490,Orleansplatz 11 81667 München,http://muenchen-jobcenter.de/,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
5129,Jobcenter Stadt Oldenburg,jobcenter-oldenburg@jobcenter-ge.de,"Telefon: 0441 21970 0
Fax: 0441 21970 2500","Jobcenter Oldenburg
Stau 70
26122 Oldenburg",http://www.jobcenter-ge.de/lang_de/nn_628586/Argen/Oldenburg/DE/Startseite/Startseite-Knoten.html__nnn=true,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
12020,Jobcenter Stadt Würzburg,jobcenter-wuerzburg@jobcenter-ge.de,Tel:+49 (0)931 2996-0 Fax: Bahnhofstr. 7 97070 Würzburg,Bahnhofstr. 7 97070 Würzburg,http://www.arbeitsagentur.de/75906,jobcenter,bund,"""Arbeit und Soziales""",,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales
4308,Landkreis Hochsauerlandkreis,post@hochsauerlandkreis.de,"Tel: 0291 / 94-2562
Fax: 0291 / 94-2570","Steinstr. 27
59872 Meschede",,jobcenter,nrw,"""Arbeit und Soziales""",,,,,
